#complex,groundtruth,simcomplex,simground,boolectorres,verificationtime
-2*~(x|z)-2*((x&y)|(y^z))+4*(z^(~x|(y&z)))+2*~(x|(~y|z))+2*~(~x|(~y|z))+4*(~x&(~y&z))-2*(x&(~y&z))+2*(x&(y&z)),-2*~(~x|(y|z))+2*((y&z)^~(x&(y^z))),2*~(x|(y&z)), 2*~(x|(y&z)),True,0.000180959701538
11*((x&~y)|~(x^(y^z)))-1*((x&~y)|~(y^z))+4*~(~x|(~y&z))-11*~(x|(y|z))-14*~(~x|(y|z))-15*~(~x|(~y|z))-11*(~x&(y&z))-10*(x&(~y&z)),3*(x&(y&z))-1*~(x|(y^z)),-1*~(x|(y|z))-1*(~x&(y&z))+3*(x&(y&z)), -1*~(x|(y|z))-1*(~x&(y&z))+3*(x&(y&z)),True,0.000249147415161
4*((x^y)&~(x^z))+1*(z&(x^y))-2*(z^(~x|(~y&z)))+2*(y^~(~x&(y&z)))-2*(~x&(~y&z))-3*(~x&(y&z))-7*(x&(~y&z))+2*(x&(y&z)),2*~(~x|(y|z))+2*~(x|(~y|z)),2*(~z&(x^y)), 2*(~z&(x^y)),True,0.000185012817383
-2*(~(x^y)|~(x^z))+7*((x|~y)&~(x^(y^z)))+11*(x&y)+1*~(x|(~y|z))-16*~(~x|(~y|z))+2*(~x&(~y&z))-6*(x&(~y&z))-9*(x&(y&z)),-1*((x^y)&~(x^z))+5*~(x|(y|z)),5*~(x|(y|z))-1*~(x|(~y|z))-1*(x&(~y&z)), 5*~(x|(y|z))-1*~(x|(~y|z))-1*(x&(~y&z)),True,0.000247001647949
1*(y^~(x|~z))+4*(x^(y^z))-7*(z^(~x|(y&z)))-5*~(x|(~y|z))-11*~(~x|(y|z))-1*~(~x|(~y|z))-5*(~x&(~y&z))-12*(x&(y&z)),-7*((x^y)|~(x^z))+7*(~x&(y&z)),-7*(z^~(x&(y|z))), -7*(z^~(x&(y|z))),True,0.000195026397705
1*((x&~y)|~(y^z))-3*(y^~(~x&(~y&z)))-2*(y^~(x|(y&z)))+4*~(x|(y|z))+2*~(~x|(~y|z))+2*(~x&(~y&z))+2*(x&(~y&z))+1*(x&(y&z)),-1*(~x&(y&z))-2*~(~x|(y|z)),-2*~(~x|(y|z))-1*(~x&(y&z)), -2*~(~x|(y|z))-1*(~x&(y&z)),True,0.000221967697144
11*((x&~y)|(x^(y^z)))+3*((x^y)&~(x^z))+5*(~(x|y)|(y^z))-5*~(x|(y|z))-19*~(x|(~y|z))-5*~(~x|(~y|z))-16*(~x&(~y&z))-19*(x&(~y&z)),11*~(~x|(y|z))+11*(x&(y&z)),11*~(~x|(y^z)), 11*~(~x|(y^z)),True,0.000185012817383
1*~(x&~z)+2*((x|y)&(y^z))-3*~(x|(~y|z))-3*~(~x|(~y|z))-2*(~x&(~y&z))-1*(~x&(y&z))-3*(x&(~y&z))-2*(x&(y&z)),2*~(x|(y|z))-1*~(x^y),1*~(x|(y|z))-1*~(~x|(~y|z))-1*(~x&(~y&z))-1*(x&(y&z)), 1*~(x|(y|z))-1*~(~x|(~y|z))-1*(~x&(~y&z))-1*(x&(y&z)),True,0.000274896621704
-1*~(x&z)+11*(x^y)-10*~(x|(~y|z))-10*~(~x|(y|z))+1*~(~x|(~y|z))+12*(~x&(~y&z))+1*(~x&(y&z))-11*(x&(~y&z)),-12*~(x|(y|z))+11*(~x&(~y|z)),-1*~(x|(y|z))+11*(~x&(~y&z))+11*(~x&(y&z)), -1*~(x|(y|z))+11*(~x&(~y&z))+11*(~x&(y&z)),True,0.000237941741943
-3*(x&(y^z))-5*(~(x|y)|(y^z))-7*~(x^(y|z))+12*~(x|(y|z))+5*~(x|(~y|z))+15*~(~x|(~y|z))+15*(x&(~y&z))+7*(x&(y&z)),-5*(~x&(~y&z)),-5*(~x&(~y&z)), -5*(~x&(~y&z)),True,0.000184059143066
-1*~(x^z)+2*(~(x^y)|~(x^z))-1*~(x|(y|z))-1*~(x|(~y|z))+5*~(~x|(~y|z))+5*(~x&(~y&z))-1*(x&(~y&z))-1*(x&(y&z)),-7*(~x&(y&z))+7*(z^(x&(y|z))),7*(~(x^y)&(x^z)), 7*(~(x^y)&(x^z)),True,0.000186920166016
-6*~(x&~y)-2*(~(x&~y)&~(x^(y^z)))+7*~(x|(y|z))+6*~(x|(~y|z))+6*(~x&(~y&z))+8*(~x&(y&z))-1*(x&(~y&z))+6*(x&(y&z)),-1*((x|~y)&~(x^(y^z)))-7*~(~x|(~y|z)),-1*~(x|(y|z))-8*~(~x|(~y|z))-1*(x&(~y&z)), -1*~(x|(y|z))-8*~(~x|(~y|z))-1*(x&(~y&z)),True,0.000263929367065
-7*~(x&~y)-1*(y^~(~x|(y&z)))+6*~(x|(y|z))+6*~(~x|(~y|z))+6*(~x&(~y&z))+8*(~x&(y&z))+1*(x&(~y&z))+7*(x&(y&z)),-8*~(x|(~y|z))-1*(y^~(x&(y|z))),-1*~(x|(y|z))-8*~(x|(~y|z))-1*~(~x|(y|z))-1*~(~x|(~y|z))-1*(~x&(~y&z))-1*(x&(y&z)), -1*~(x|(y|z))-8*~(x|(~y|z))-1*~(~x|(y|z))-1*~(~x|(~y|z))-1*(~x&(~y&z))-1*(x&(y&z)),True,0.000342130661011
1*(z^(x&(y|z)))-2*(z^(x&(~y|z)))-7*(~z&(x^y))-2*~(y|z)+7*~(x|(~y|z))+11*~(~x|(y|z))+1*(~x&(~y&z))+1*(~x&(y&z)),-2*~(x|(y|z))+1*~(~x|(~y|z)),-2*~(x|(y|z))+1*~(~x|(~y|z)), -2*~(x|(y|z))+1*~(~x|(~y|z)),True,0.00021505355835
-11*(~(x&y)&~(y^z))-3*(z^(x&(y|z)))+16*~(x|(y|z))+5*~(x|(~y|z))+16*~(~x|(y|z))+3*~(~x|(~y|z))+3*(~x&(~y&z))+5*(x&(~y&z)),-19*(~x&(y&z))+5*(y^~(~x&(y|z))),5*~(x|(y|z))+5*~(x|(~y|z))+5*~(~x|(y|z))-14*(~x&(y&z))+5*(x&(~y&z)), 5*~(x|(y|z))+5*~(x|(~y|z))+5*~(~x|(y|z))-14*(~x&(y&z))+5*(x&(~y&z)),True,0.000300884246826
-3*(z|~(x|~y))+4*~(x|(y|z))+1*~(x|(~y|z))+4*~(~x|(~y|z))+3*(~x&(~y&z))+7*(~x&(y&z))+1*(x&(~y&z))+9*(x&(y&z)),6*(y^~(x|z))-2*(~(x|~y)|~(x^(y^z))),4*~(x|(y|z))-2*~(x|(~y|z))+4*~(~x|(~y|z))+4*(~x&(y&z))-2*(x&(~y&z))+6*(x&(y&z)), 4*~(x|(y|z))-2*~(x|(~y|z))+4*~(~x|(~y|z))+4*(~x&(y&z))-2*(x&(~y&z))+6*(x&(y&z)),True,0.000331878662109
-1*(y&(x^z))-2*~(x&(~y|z))+2*~(x|(y|z))-8*~(~x|(~y|z))-9*(~x&(~y&z))+3*(~x&(y&z))-11*(x&(~y&z))-11*(x&(y&z)),-2*~(x|(~y|z))-11*((x&y)|~(y|~z)),-2*~(x|(~y|z))-11*~(~x|(~y|z))-11*(~x&(~y&z))-11*(x&(~y&z))-11*(x&(y&z)), -2*~(x|(~y|z))-11*~(~x|(~y|z))-11*(~x&(~y&z))-11*(x&(~y&z))-11*(x&(y&z)),True,0.000331163406372
-11*((x&y)|(x^(y^z)))+3*((x|~y)&(x^(y^z)))-1*~(x|(y|z))+10*~(x|(~y|z))+11*~(~x|(~y|z))+8*(~x&(~y&z))-1*(x&(~y&z))+7*(x&(y&z)),-1*~(x^z)-8*~(~x|(y|z)),-1*~(x|(y|z))-1*~(x|(~y|z))-8*~(~x|(y|z))-1*(x&(~y&z))-1*(x&(y&z)), -1*~(x|(y|z))-1*~(x|(~y|z))-8*~(~x|(y|z))-1*(x&(~y&z))-1*(x&(y&z)),True,0.000319957733154
7*(z^(~x&(y|z)))+1*((y&~z)^(~x|(y^z)))-1*~(x|(y|z))-8*~(x|(~y|z))-1*~(~x|(~y|z))-1*(~x&(y&z))-8*(x&(~y&z))-7*(x&(y&z)),-1*(~(x&~y)&(y^z))+2*(~x&(~y&z)),-1*~(x|(~y|z))-1*~(~x|(~y|z))+1*(~x&(~y&z)), -1*~(x|(~y|z))-1*~(~x|(~y|z))+1*(~x&(~y&z)),True,0.000253915786743
5*(~(x^y)&(x^z))-1*z-1*(~(x^y)|(x^z))+1*~(x|(y|z))+1*~(~x|(y|z))-4*~(~x|(~y|z))+1*(x&(~y&z))+2*(x&(y&z)),3*(~x&(~y&z))-2*(~x&(y&z)),3*(~x&(~y&z))-2*(~x&(y&z)), 3*(~x&(~y&z))-2*(~x&(y&z)),True,0.000234127044678
-6*((x^y)&(x^z))+1*((x|~y)&~(x^(y^z)))-2*~y+11*((y&~z)^(~x|(y^z)))-10*~(x|(y|z))-1*~(~x|(~y|z))-5*(~x&(y&z))-10*(x&(~y&z)),-8*~(~x|(y|z))+9*(~x&(~y&z)),-8*~(~x|(y|z))+9*(~x&(~y&z)), -8*~(~x|(y|z))+9*(~x&(~y&z)),True,0.000221014022827
-1*((x&z)^~(y&~z))+2*(y&~(x&~z))+1*~(x|(y|z))+1*~(~x|(y|z))+11*~(~x|(~y|z))+12*(~x&(~y&z))+10*(~x&(y&z))+9*(x&(y&z)),11*(y^(~x&(y^z)))+2*~(x|(~y|z)),2*~(x|(~y|z))+11*~(~x|(~y|z))+11*(~x&(~y&z))+11*(~x&(y&z))+11*(x&(y&z)), 2*~(x|(~y|z))+11*~(~x|(~y|z))+11*(~x&(~y&z))+11*(~x&(y&z))+11*(x&(y&z)),True,0.000283002853394
-3*(y^z)-1*(z^(x&y))+2*((x^y)&(x^z))-2*~(~x|(y|z))+4*~(~x|(~y|z))+4*(~x&(~y&z))-1*(~x&(y&z))+4*(x&(~y&z)),-3*~(x|(~y|z)),-3*~(x|(~y|z)), -3*~(x|(~y|z)),True,0.000185012817383
-2*(~x&(y^z))+1*~(~x|(y^z))-3*(y^~(~x&(~y&z)))+3*~(x|(y|z))+2*~(x|(~y|z))+2*~(~x|(y|z))+2*(~x&(~y&z))+3*(x&(~y&z)),1*(x&(y&z)),1*(x&(y&z)), 1*(x&(y&z)),True,0.000182867050171
3*(z^(~x&(~y|z)))-6*~(x|(y^z))-2*(x^z)+3*~(x|(y|z))+2*~(~x|(y|z))+2*~(~x|(~y|z))+2*(~x&(~y&z))+8*(~x&(y&z)),3*(x&(~y&z))+3*(x&(y&z)),3*(x&z), 3*(x&z),True,0.000169992446899
3*(~z&~(x^y))+2*((x&y)|~(y^z))+4*(y^~(~x&(y^z)))-9*~(x|(y|z))+2*~(x|(~y|z))+1*~(~x|(~y|z))-4*(x&(~y&z))-2*(x&(y&z)),6*(z^(x|(y|z)))+2*(~x&(y&z)),6*~(x|(~y|z))+6*~(~x|(y|z))+6*~(~x|(~y|z))+2*(~x&(y&z)), 6*~(x|(~y|z))+6*~(~x|(y|z))+6*~(~x|(~y|z))+2*(~x&(y&z)),True,0.000262022018433
5*(~x&(y^z))+1*(x&(y^z))+1*((x&~y)|(x^(y^z)))-6*~(x|(~y|z))-1*~(~x|(y|z))-1*~(~x|(~y|z))-2*(x&(~y&z))-1*(x&(y&z)),6*(~x&(~y&z)),6*(~x&(~y&z)), 6*(~x&(~y&z)),True,0.000180959701538
11*(y^(~x|(y|z)))+1*((y&~z)^(~x|(y^z)))-1*((x&~y)|~(x^(y^z)))+4*(z^(~x|(y&z)))-4*~(x|(~y|z))+1*~(~x|(y|z))+1*~(~x|(~y|z))-15*(x&(~y&z)),15*~(x|(y|z))+12*(~x&(~y&z)),15*~(x|(y|z))+12*(~x&(~y&z)), 15*~(x|(y|z))+12*(~x&(~y&z)),True,0.000216007232666
-1*((x&z)^(x^(y&z)))+2*(~(x&~y)&~(y^z))+1*((y&~z)^(x|(y^z)))+1*~(~x|(~y|z))-1*(~x&(~y&z))-1*(~x&(y&z))-1*(x&(~y&z))-2*(x&(y&z)),2*~(x|(y|z)),2*~(x|(y|z)), 2*~(x|(y|z)),True,0.000174999237061
1*(~(x&y)&(x^(y^z)))-11*~(x|(y|z))-1*~(x|(~y|z))+1*~(~x|(y|z))-9*~(~x|(~y|z))-12*(~x&(~y&z))-9*(~x&(y&z))+2*(x&(~y&z)),2*(x^(y&z))-11*(x^(~y|z)),-11*~(x|(y|z))+2*~(~x|(y|z))-9*~(~x|(~y|z))-11*(~x&(~y&z))-9*(~x&(y&z))+2*(x&(~y&z)), -11*~(x|(y|z))+2*~(~x|(y|z))-9*~(~x|(~y|z))-11*(~x&(~y&z))-9*(~x&(y&z))+2*(x&(~y&z)),True,0.000354051589966
3*(z&~(x&y))+3*(y^(x&z))+1*(y|~(x^z))-1*~(x|(y|z))-4*~(~x|(~y|z))-7*(~x&(y&z))-7*(x&(~y&z))-1*(x&(y&z)),3*(~x&(~y&z))+4*~(x|(~y|z)),4*~(x|(~y|z))+3*(~x&(~y&z)), 4*~(x|(~y|z))+3*(~x&(~y&z)),True,0.000221014022827
5*(z^(~x|(y|z)))-5*((x&~y)|(y^z))-7*~(x|(y|z))+5*~(~x|(y|z))-2*~(~x|(~y|z))+5*(~x&(~y&z))-2*(~x&(y&z))+3*(x&(~y&z)),-2*~(x^(y^z)),-2*~(x^(y^z)), -2*~(x^(y^z)),True,0.000189065933228
3*(y^(~x|(y^z)))+5*(y^(x|(~y|z)))-7*(z|~(x^y))-1*((y&~z)^(x|(y^z)))-1*~(x|(y|z))-5*~(x|(~y|z))+7*~(~x|(~y|z))+5*(x&(y&z)),-7*(~x&(y&z))+4*~(~x|(y|z)),4*~(~x|(y|z))-7*(~x&(y&z)), 4*~(~x|(y|z))-7*(~x&(y&z)),True,0.000230073928833
1*(z^~(~x|(~y&z)))-1*(y^~(x&(y^z)))-5*(y^~(~x&(y^z)))+5*~(x|(~y|z))+5*~(~x|(y|z))+6*(~x&(~y&z))-1*(~x&(y&z))+10*(x&(~y&z)),-12*~(x|(y|z))+6*(y^(~x|(y|z))),-6*~(x|(y|z))+6*(~x&(~y&z))+6*(x&(~y&z)), -6*~(x|(y|z))+6*(~x&(~y&z))+6*(x&(~y&z)),True,0.000240087509155
-1*(~(x&y)&~(x^(y^z)))-6*(z^(x|~y))+10*~(x|(y|z))+9*~(~x|(y|z))+9*~(~x|(~y|z))+3*(~x&(~y&z))+4*(x&(~y&z))+3*(x&(y&z)),-10*(~x&(y&z))+3*(x|(~y|z)),3*~(x|(y|z))+3*~(~x|(y|z))+3*~(~x|(~y|z))+3*(~x&(~y&z))-7*(~x&(y&z))+3*(x&(~y&z))+3*(x&(y&z)), 3*~(x|(y|z))+3*~(~x|(y|z))+3*~(~x|(~y|z))+3*(~x&(~y&z))-7*(~x&(y&z))+3*(x&(~y&z))+3*(x&(y&z)),True,0.000343084335327
-2*~z+2*((x&y)^~(x^(~y|z)))+1*(~x&(y|z))+2*~(x|(y|z))+5*~(x|(~y|z))-1*(~x&(~y&z))-1*(~x&(y&z))+4*(x&(~y&z)),6*((x^y)&~(x^z)),6*((x^y)&~(x^z)), 6*((x^y)&~(x^z)),True,0.000211000442505
-7*(y^~(x&~z))+1*(z^(x|(y&z)))+7*(y^(x&z))+7*~(x|(y|z))-7*~(x|(~y|z))-1*~(~x|(y|z))-1*~(~x|(~y|z))-7*(~x&(y&z)),-6*(~x&(~y&z)),-6*(~x&(~y&z)), -6*(~x&(~y&z)),True,0.00018310546875
-11*(x^z)+5*(~x&(~y|z))-5*~(x|(y|z))-1*~(x|(~y|z))+10*~(~x|(y|z))+10*~(~x|(~y|z))+6*(~x&(y&z))-1*(x&(y&z)),-1*((x&y)|(x^(y^z)))-5*(~x&(~y&z)),-1*~(x|(~y|z))-1*~(~x|(y|z))-1*~(~x|(~y|z))-6*(~x&(~y&z))-1*(x&(y&z)), -1*~(x|(~y|z))-1*~(~x|(y|z))-1*~(~x|(~y|z))-6*(~x&(~y&z))-1*(x&(y&z)),True,0.000324010848999
-3*(~(x&~y)&(x^(y^z)))+11*((x^y)&(x^z))+1*(y|z)+2*~(x|(~y|z))-11*~(~x|(y|z))-12*(~x&(y&z))-1*(x&(~y&z))+2*(x&(y&z)),-2*(~x&(~y&z))+1*~(~x|(~y|z)),1*~(~x|(~y|z))-2*(~x&(~y&z)), 1*~(~x|(~y|z))-2*(~x&(~y&z)),True,0.000228881835938
4*(~(x^y)&~(x^z))+4*(y|(x&z))-5*~(x|(y|z))-4*~(x|(~y|z))-5*~(~x|(~y|z))-4*(~x&(y&z))-5*(x&(~y&z))-8*(x&(y&z)),-1*((x|~y)&~(x^(y^z))),-1*((x|~y)&~(x^(y^z))), -1*((x|~y)&~(x^(y^z))),True,0.000205039978027
5*((x|~y)&~(x^(y^z)))+7*(~(x|y)|~(x^(y^z)))+1*(y^(x&(y^z)))-12*~(x|(y|z))-1*~(x|(~y|z))-8*(~x&(y&z))-13*(x&(~y&z))-1*(x&(y&z)),12*~(~x|(~y|z))+7*(~x&(~y&z)),12*~(~x|(~y|z))+7*(~x&(~y&z)), 12*~(~x|(~y|z))+7*(~x&(~y&z)),True,0.000219106674194
1*((x&y)^(x^(y&z)))-11*(z&~(x&y))-3*~(~x|(y|z))+2*~(~x|(~y|z))+9*(~x&(~y&z))+12*(~x&(y&z))+8*(x&(~y&z))-1*(x&(y&z)),-2*(y^(x|(~y|z)))+2*((y&~z)|~(x|(~y&z))),-2*~(~x|(y|z))+2*~(~x|(~y|z))-2*(~x&(~y&z))+2*(~x&(y&z))-2*(x&(~y&z)), -2*~(~x|(y|z))+2*~(~x|(~y|z))-2*(~x&(~y&z))+2*(~x&(y&z))-2*(x&(~y&z)),True,0.000309944152832
-2*(y^~(~x&(y|z)))-1*(z|(x&y))+1*((x|~y)&~(x^(y^z)))+1*~(x|(y|z))+2*~(x|(~y|z))+2*~(~x|(y|z))+1*(~x&(~y&z))+3*(~x&(y&z))+1*(x&(y&z)),-2*(x&(~y&z)),-2*(x&(~y&z)), -2*(x&(~y&z)),True,0.000183820724487
5*(y^(~x&(y^z)))-11*(z^~(x&(~y&z)))+2*(~(x&y)&~(y^z))+9*~(x|(y|z))+11*~(x|(~y|z))+9*~(~x|(y|z))+6*~(~x|(~y|z))-5*(~x&(~y&z))-7*(~x&(y&z)),5*(x&(y&z))-11*(x&(~y&z)),-11*(x&(~y&z))+5*(x&(y&z)), -11*(x&(~y&z))+5*(x&(y&z)),True,0.000211954116821
4*~(x|y)-1*(~(x|y)|(x^(y^z)))+4*x+1*~(x|(~y|z))-3*~(~x|(y|z))-4*~(~x|(~y|z))-3*(~x&(~y&z))-4*(x&(~y&z))-3*(x&(y&z)),3*~(x|(y|z)),3*~(x|(y|z)), 3*~(x|(y|z)),True,0.000178098678589
-11*~(x&(~y|z))+11*~(x|(y|z))+11*~(x|(~y|z))-7*~(~x|(y|z))+22*~(~x|(~y|z))+4*(~x&(~y&z))+11*(~x&(y&z))-7*(x&(~y&z))+11*(x&(y&z)),-7*(y^(x|(y|z)))+11*(x&y),-7*~(~x|(y|z))+11*~(~x|(~y|z))-7*(~x&(~y&z))-7*(x&(~y&z))+11*(x&(y&z)), -7*~(~x|(y|z))+11*~(~x|(~y|z))-7*(~x&(~y&z))-7*(x&(~y&z))+11*(x&(y&z)),True,0.000316858291626
-3*(z^~(x|(y&z)))+2*((x&~y)|~(x^(y^z)))-5*~(x^(y&z))-2*~(~x&(y^z))+8*~(x|(y|z))+8*~(x|(~y|z))+5*(~x&(~y&z))+3*(x&(~y&z))+10*(x&(y&z)),-3*(~x&(y&z)),-3*(~x&(y&z)), -3*(~x&(y&z)),True,0.000185966491699
-11*(~(x|y)|~(x^(y^z)))-7*(~x&(~y|z))+5*(z^~(x&(y|z)))+13*~(x|(y|z))-5*~(x|(~y|z))-5*~(~x|(y|z))+11*~(~x|(~y|z))+23*(~x&(~y&z))+6*(x&(~y&z)),5*(z&~(x&~y))-23*(~x&(y&z)),5*(~x&(~y&z))-18*(~x&(y&z))+5*(x&(y&z)), 5*(~x&(~y&z))-18*(~x&(y&z))+5*(x&(y&z)),True,0.000253915786743
1*(~x|(~y&z))+1*((x&z)|(y&~z))-5*~(x&(y|z))+4*~(x|(y|z))+5*~(~x|(y|z))-1*~(~x|(~y|z))+4*(~x&(~y&z))+4*(~x&(y&z))-2*(x&(~y&z)),-3*~(x|(~y|z))+1*(x&(y&z)),-3*~(x|(~y|z))+1*(x&(y&z)), -3*~(x|(~y|z))+1*(x&(y&z)),True,0.000214099884033
-1*(y^(x|(~y&z)))+11*(~(x^y)|~(x^z))+1*(y^(~x|(y|z)))-12*~(x|(y|z))+1*~(~x|(y|z))-11*~(~x|(~y|z))-11*(~x&(~y&z))-12*(x&(~y&z))-12*(x&(y&z)),-1*(z&(x|y))+10*~(x|(~y|z)),10*~(x|(~y|z))-1*(~x&(y&z))-1*(x&(~y&z))-1*(x&(y&z)), 10*~(x|(~y|z))-1*(~x&(y&z))-1*(x&(~y&z))-1*(x&(y&z)),True,0.000277042388916
2*((x&y)^~(x^(y&z)))+2*(y^~(~x&(y^z)))+1*~(x^(y&z))-5*~(x|(y|z))-2*~(~x|(y|z))-2*~(~x|(~y|z))+4*(~x&(~y&z))+5*(x&(~y&z))+6*(x&(y&z)),5*~(x|(~y|z))+7*(z&(x|~y)),5*~(x|(~y|z))+7*(~x&(~y&z))+7*(x&(~y&z))+7*(x&(y&z)), 5*~(x|(~y|z))+7*(~x&(~y&z))+7*(x&(~y&z))+7*(x&(y&z)),True,0.00026798248291
-1*((x^y)&(x^z))-11*(x&(y^z))-11*(~(x|~y)|~(x^(y^z)))+18*~(x|(y|z))+18*~(x|(~y|z))+1*~(~x|(y|z))+29*~(~x|(~y|z))+12*(~x&(y&z))+22*(x&(~y&z)),-7*(~x&(~y&z))+7*((x&y)^~(x^(y&z))),7*(z^(~x|(y|z))), 7*(z^(~x|(y|z))),True,0.00019097328186
2*~(x&(~y&z))-1*(y&~(x^z))+3*(y^~(~x&(y|z)))-5*~(x|(y|z))-5*~(~x|(y|z))-2*~(~x|(~y|z))-2*(~x&(~y&z))-5*(~x&(y&z))-3*(x&(~y&z)),1*(x&(y&z))+4*~(x|(~y|z)),4*~(x|(~y|z))+1*(x&(y&z)), 4*~(x|(~y|z))+1*(x&(y&z)),True,0.000205993652344
-1*~(x|z)-7*(x&~z)-1*~(x|(y|z))-1*~(x|(~y|z))+5*~(~x|(y|z))+7*~(~x|(~y|z))-2*(~x&(~y&z))-2*(~x&(y&z))-2*(x&(~y&z)),-2*(~x|(~y|z))+2*(x&(y&z)),-2*~(x&y), -2*~(x&y),True,0.000175952911377
1*((y&z)^~(x&(y^z)))+4*(z^(x|(~y|z)))-1*(y^(~x|(y^z)))+7*(y|~z)-11*~(x|(y|z))-8*~(x|(~y|z))-11*~(~x|(~y|z))-7*(~x&(y&z))-6*(x&(y&z)),12*~(~x|(y|z))-1*(x&(~y&z)),12*~(~x|(y|z))-1*(x&(~y&z)), 12*~(~x|(y|z))-1*(x&(~y&z)),True,0.000213861465454
-7*((x&y)^(y|~z))+1*(~y|~(x^z))+9*~(x|(y|z))+6*~(x|(~y|z))+9*~(~x|(y|z))+2*(~x&(~y&z))+7*(~x&(y&z))+2*(x&(~y&z))-1*(x&(y&z)),3*~y,3*~y, 3*~y,True,0.000166893005371
-7*(y&(x|z))+3*(~x|(y&z))-5*((x|~y)&(x^(y^z)))-3*~(x|(~y|z))+5*~(~x|(y|z))+7*~(~x|(~y|z))+2*(~x&(~y&z))+4*(~x&(y&z))+9*(x&(y&z)),3*~(x|(y|z)),3*~(x|(y|z)), 3*~(x|(y|z)),True,0.000177145004272
1*(y|(x^z))+2*(~z&~(x^y))-6*(x|(~y&z))-2*~(x|(y|z))+5*~(~x|(y|z))+3*~(~x|(~y|z))-1*(~x&(y&z))+7*(x&(~y&z))+5*(x&(y&z)),-5*(~x&(~y&z))+1*((x^y)&~(x^z)),1*~(x|(~y|z))-5*(~x&(~y&z))+1*(x&(~y&z)), 1*~(x|(~y|z))-5*(~x&(~y&z))+1*(x&(~y&z)),True,0.000250816345215
-5*(~y|~(x^z))+5*(x|~y)-3*(y|(x&~z))+4*~(x|(~y|z))+3*~(~x|(y|z))-2*~(~x|(~y|z))-4*(~x&(~y&z))+3*(~x&(y&z))+3*(x&(y&z)),-4*(~x&(y^z)),-4*(~x&(y^z)), -4*(~x&(y^z)),True,0.000185966491699
-6*(z|~(x|y))+4*~(x|(y|z))-1*~(x|(~y|z))-2*~(~x|(y|z))-2*~(~x|(~y|z))+5*(~x&(~y&z))+4*(~x&(y&z))+4*(x&(~y&z))+5*(x&(y&z)),-1*~(x&~x)-1*((x&~y)|~(x^(y^z))),-2*~(x|(y|z))-1*~(x|(~y|z))-2*~(~x|(y|z))-2*~(~x|(~y|z))-1*(~x&(~y&z))-2*(~x&(y&z))-2*(x&(~y&z))-1*(x&(y&z)), -2*~(x|(y|z))-1*~(x|(~y|z))-2*~(~x|(y|z))-2*~(~x|(~y|z))-1*(~x&(~y&z))-2*(~x&(y&z))-2*(x&(~y&z))-1*(x&(y&z)),True,0.000416040420532
4*(~x|(y&z))-1*((x&y)|~(y^z))+2*(y&(x|~z))-7*(z^(~x|(~y&z)))+1*~(x|(~y|z))-1*~(~x|(~y|z))-4*(~x&(~y&z))-3*(~x&(y&z))+2*(x&(y&z)),-4*~(x|(y|z))-1*~(~x|(y|z)),-4*~(x|(y|z))-1*~(~x|(y|z)), -4*~(x|(y|z))-1*~(~x|(y|z)),True,0.000221014022827
-5*((x&~y)|(y^z))+3*((x&~y)|~(x^(y^z)))+4*((x&z)^~(y&~z))+1*(~y&(x^z))-7*~(x|(y|z))+5*~(x|(~y|z))-3*~(~x|(y|z))+2*~(~x|(~y|z))-7*(~x&(y&z)),-2*(x&(~y&z)),-2*(x&(~y&z)), -2*(x&(~y&z)),True,0.00018310546875
-7*(y|(x^z))+2*(y^(x&(y|z)))+3*(y^~(x&(y^z)))-3*~(x|(y|z))+5*~(x|(~y|z))+4*~(~x|(~y|z))+4*(~x&(~y&z))-2*(x&(~y&z))+7*(x&(y&z)),-5*(~x&(y&z))-4*~(~x|(y|z)),-4*~(~x|(y|z))-5*(~x&(y&z)), -4*~(~x|(y|z))-5*(~x&(y&z)),True,0.000228881835938
1*(x^z)-11*(z^~(~x&(y&z)))+10*~(x|(y|z))+10*~(x|(~y|z))+9*~(~x|(y|z))+9*~(~x|(~y|z))-1*(~x&(~y&z))+9*(~x&(y&z))-1*(x&(~y&z)),-1*(~z|(x^y)),-1*(~z|(x^y)), -1*(~z|(x^y)),True,0.00019097328186
5*((x&y)|~(x^(y^z)))-2*(z^(x|(~y|z)))-1*(y^~(~x&(y&z)))-11*(y^(~x|(~y|z)))+14*~(~x|(y|z))+8*~(~x|(~y|z))+12*(~x&(~y&z))+7*(x&(~y&z))-5*(x&(y&z)),4*(~x&(y&z))-9*~(x|(y|z)),-9*~(x|(y|z))+4*(~x&(y&z)), -9*~(x|(y|z))+4*(~x&(y&z)),True,0.000217914581299
2*((y&z)^~(~x&(y^z)))-3*(x&y)-6*(y^(x|~z))+15*~(x|(y|z))+15*~(~x|(y|z))+12*~(~x|(~y|z))+17*(~x&(y&z))+4*(x&(~y&z))+3*(x&(y&z)),11*(z^(x|~y)),11*(z^(x|~y)), 11*(z^(x|~y)),True,0.00018310546875
